id,url,description,path
inat_116758864,https://inaturalist-open-data.s3.amazonaws.com/photos/116758864/original.jpeg,flower with spider and fly,images/inat_116758864.jpeg
inat_142404410,https://inaturalist-open-data.s3.amazonaws.com/photos/142404410/original.jpg,plant with spider and fly,images/inat_142404410.jpg
inat_302693022,https://inaturalist-open-data.s3.amazonaws.com/photos/302693022/original.jpg,seal with fish,images/inat_302693022.jpg
inat_304892758,https://inaturalist-open-data.s3.amazonaws.com/photos/304892758/original.jpg,hummingbird and flower,images/inat_304892758.jpg
inat_326720194,https://inaturalist-open-data.s3.amazonaws.com/photos/326720194/original.jpg,seal with fish,images/inat_326720194.jpg
inat_326812692,https://inaturalist-open-data.s3.amazonaws.com/photos/326812692/original.jpg,hummingbird and flower,images/inat_326812692.jpg
inat_463292249,https://static.inaturalist.org/photos/463292249/original.jpeg,wildebeests and antelope,images/inat_463292249.jpeg
inat_465296473,https://inaturalist-open-data.s3.amazonaws.com/photos/465296473/original.jpeg,giraffes eating from tree,images/inat_465296473.jpeg
inat_465296567,https://inaturalist-open-data.s3.amazonaws.com/photos/465296567/original.jpeg,giraffe with tree,images/inat_465296567.jpeg
inat_468334498,https://inaturalist-open-data.s3.amazonaws.com/photos/468334498/original.jpeg,wildebeests and hyena,images/inat_468334498.jpeg
inat_468563038,https://inaturalist-open-data.s3.amazonaws.com/photos/468563038/original.jpeg,monarch caterpillars eating plant,images/inat_468563038.jpeg
inat_468611422,https://static.inaturalist.org/photos/468611422/original.jpg,monarch caterpillar eating plant,images/inat_468611422.jpg
inat_330003739,https://inaturalist-open-data.s3.amazonaws.com/photos/330003739/original.jpeg,ostrich and zebra
inat_300925712,https://inaturalist-open-data.s3.amazonaws.com/photos/300925712/original.jpeg,ostrich and antelope
inat_283135507,https://inaturalist-open-data.s3.amazonaws.com/photos/283135507/original.jpg,eagle with fish
inat_179588823,https://inaturalist-open-data.s3.amazonaws.com/photos/179588823/original.jpg,eagle with fish
inat_237980325,https://inaturalist-open-data.s3.amazonaws.com/photos/237980325/original.jpeg,clownfish in sea anemone
inat_202405016,https://inaturalist-open-data.s3.amazonaws.com/photos/202405016/original.png,clownfish in sea anemone
inat_296552054,https://inaturalist-open-data.s3.amazonaws.com/photos/296552054/original.jpg,wasp and caterpillar
inat_280189111,https://inaturalist-open-data.s3.amazonaws.com/photos/280189111/original.jpeg,wasp and caterpillar
inat_142802450,https://inaturalist-open-data.s3.amazonaws.com/photos/142802450/original.jpg,weasel with fish
inat_180964763,https://inaturalist-open-data.s3.amazonaws.com/photos/180964763/original.jpg,weasel with mouse
inat_200809641,https://inaturalist-open-data.s3.amazonaws.com/photos/200809641/original.jpg,shark with fish
inat_264052435,https://inaturalist-open-data.s3.amazonaws.com/photos/264052435/original.jpeg,shark with fish
